Colors,Description,Flowers,Image,Misc items,Name,Type,Used
"Coral  , Baby pink , Yellow , Orange , Peach , Coral pink , Pale Pink , White , Dark dusty blue , Green","Bright peach roses, pink roses, light yellow roses, white roses, blue delphinium, greenery, golden compote vase",,s3.amazonaws.com/appforest_uf/f1638479604639x664212753762556400/image.png,,"Short centrepiece with bright peach, pink and blue flowers",Short Arrangement,1.0
"Pale Pink , White , Blush pink , Peach , Pale apricot , Baby blue , Sage green , Pink peach","Blue delphinium, peach peonies, light pink peonies, light pink roses, ivory ranunculus, peach ranunculus, greenery",,s3.amazonaws.com/appforest_uf/f1638479944569x942069830981422000/image.png,,"Blue, peach and pink Bridal Bouquet",Bridal Bouquet,1.0
"Dark green , White , Coral ","Bird of paradise, white calla lily, greenery",,s3.amazonaws.com/appforest_uf/f1638481335366x945934997188668500/Screenshot%202021-12-02%20at%2013.41.23.png,,Tropical boutonniere,Boutonnieres,5.0
"Natural Green , White , Coral  , White , Sage green , Green , Coral pink , Emerald green","Coral cala lilies, white calla lilies, orchids, tropical greenery",,s3.amazonaws.com/appforest_uf/f1638481748042x126029479542326240/Screenshot%202021-12-02%20at%2013.45.19.png,,Full tropical decor for the circle arch,Arch,0.0
"Pale Pink , White , Cream , Light Beige , Ivory , Oatmeal , Coral ","White calla lilies, coral calla lilies, white orchids, tropical greenery","Babies Breath , Sweet Escimo , Carmel Carnation ",s3.amazonaws.com/appforest_uf/f1638481876279x595241297105291000/Screenshot%202021-12-02%20at%2013.31.34.png,,Tropical floor centrepiece for the beginning of the aisle,Aisle,0.0
"Cream , Milk Chocolate , Champagne , Coral  , Peach , Coral pink , Emerald green","Peach dahlias, proteas, coral peonies, champagne ranunculus, champagne roses, tropical greenery",,s3.amazonaws.com/appforest_uf/f1638555003401x540143252811598600/Screenshot%202021-07-19%20at%2011.43.44.png,,Tropical short centerpiece,Short Arrangement,0.0
"Coral  , Orange , Coral pink , Emerald green","Coral calla lilies, pink calla lilies, proteas, coral dahlias, tropical greenery",,s3.amazonaws.com/appforest_uf/f1638555397341x723764703304831700/image.png,,Tropical sweetheart table,Sweetheart Table,0.0
"White , Ivory , Cream , Light Beige , Oatmeal , Black","Anemones, white orchids, cream roses, dried greenery",,s3.amazonaws.com/appforest_uf/f1638558222963x233887269309764000/image.png,,Boho monochrome sweetheart table flower garland,Sweetheart Table,1.0
"White , Blush pink , Emerald green","Orchids, white roses, white lisianthus, tropical greenery, greenery",,s3.amazonaws.com/appforest_uf/f1638558459036x290912844311504300/image.png,,Orchids and white flowers garland,Welcome sign,10.0
"White , Sage green , Green","White wild flowers, greenery, 2 archway stands",,s3.amazonaws.com/appforest_uf/f1638558762385x502065541811051140/image.png,,Wild flowers archway stands,Arch,8.0
White,"Baby's breath, rectangular arch structure, 4 plastic plates for the floor centrepieces",,s3.amazonaws.com/appforest_uf/f1638558906631x314564569590648260/image.png,,Baby's breath arch + semicircle centrepieces,Arch,6.0
"Light blue , Blue , Pink , dusty pink  , Natural Green , White , Green , Cream , Pale Pink , Baby blue , Light Dusty blue , Pale green , White , Orange , Peach , Pale apricot","Light blush garden roses, white ranunculus, peach peonies, white wild flowers, blue delphinium, greenery, plastic plate",,s3.amazonaws.com/appforest_uf/f1638560801740x979973567345896700/image.png,,Hint of blue and peach,Short Arrangement,13.0
"White , Pale Pink , Peach , Light Dusty blue , Baby blue , Green","Arch centrepiece with white hydrangeas, pale pink roses, anemones, blue delphinium, greenery",,s3.amazonaws.com/appforest_uf/f1638561061572x480423808291636540/Screenshot%202021-12-03%20at%2011.50.20.png,,Hint of blue and peach arch centerpiece,Arch,4.0
"Blush pink , Peach , Cream , Ivory , Light Beige , Oatmeal , Dark Terracotta , Milk Chocolate , Burgundy","2 Archway stands with blush, rust, white and burgundy roses",,s3.amazonaws.com/appforest_uf/f1638561211684x359968587554666300/image.png,,Pampas grass archway stand,Arch,0.0
"Coral  , Champagne , Yellow , Orange , White , Pale Pink , Peach , Pale apricot , Sage green","Pink mums, light yellow mums, peach dahlias, white wild flowers",,s3.amazonaws.com/appforest_uf/f1638564711489x756303913007571700/image.png,,Peach and pink floor centerpices,Aisle,3.0
"White , Emerald green","White tropical flower, tropical greenery plastic plate",,s3.amazonaws.com/appforest_uf/f1638564853499x678468071724630800/Screenshot%202021-12-03%20at%2012.41.39.png,,Tropical white flowers floor centerpiece,Aisle,0.0
"White , Ivory","White roses, Ivory roses, baby's breath, golden stand",,s3.amazonaws.com/appforest_uf/f1638811623888x535766741338596200/image.png,,Aisle stand with baby's breath,Aisle,0.0
"White , Ivory , Oatmeal","Baby's breath, ivory and white roses, dried palm leaves, golden compote vase",,s3.amazonaws.com/appforest_uf/f1638812063605x783924178500041500/image.png,,"Baby's breath, roses, dried palm leaves",Short Arrangement,2.0
"White , Ivory , Oatmeal , Dark Terracotta","White, ivory, quicksand roses, baby's breath",,s3.amazonaws.com/appforest_uf/f1638812417108x410217465133810900/image.png,,"Baby's breath, roses",Short Arrangement,0.0
"White , Pale Pink , Blush pink , Green","White roses, blush roses, greenery",,s3.amazonaws.com/appforest_uf/f1638817655140x200293176506446180/image.png,,Blush and white cake flowers,Wedding cake,13.0
"White , Coral  , Peach , Pink peach , Pale apricot",Cream and blush with a hint of apricot and blue bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639079653663x971314270056192500/image.png,,Peach and blush bridal bouquet,Bridal Bouquet,9.0
"Pale Pink , Pale apricot , Light Beige , Lavender , Sage green","Medium size bridal bouquet with hints of light peach, lilac, soft pink.",,s3.amazonaws.com/appforest_uf/f1639079745184x266852217082074200/image.png,,Spring vibe bouquet with a hint of lilac,Bridal Bouquet,1.0
"Pale Pink , Christmas Red , Burgundy","Red roses, burgundy roses, mauve and pink carnations, burgundy ranunculus, golden compote vase",,s3.amazonaws.com/appforest_uf/f1639081566286x269800008418955360/image.png,,Red and pink centerpieces,Short Arrangement,1.0
"Ivory , Sage green","Ivory rose, greenery",,s3.amazonaws.com/appforest_uf/f1639083613312x752854750761272400/image.png,,Ivory rose boutoniere,Boutonnieres,7.0
"Natural Green , deep green , Sage , Green , Sage green , Dark green , Pale green",Eucalyptus greenery garland 5ft long,Seeded Eucalyptus,s3.amazonaws.com/appforest_uf/f1639086224033x637054330615647400/Screenshot%202021-12-09%20at%2013.42.44.png,,Greenery garland 10 ft long,Garland,3.0
"White , Ivory , Sage green , Green","White anemones, ivory roses, white stock flowers, greenery, golden compote vase",,s3.amazonaws.com/appforest_uf/f1639172167420x945082789041119100/image.png,,Anemones white short centrepiece,Short Arrangement,4.0
,"No particular about the flower type, just color scheme,",,,,Arielle,Bridal Bouquet,0.0
,The specific flowers in the bouquet are not important. The color scheme and keeping pricing down is most important.,,,,Arielle,Bridal Bouquet,0.0
,,,,,,Bridesmaids Bouquet,0.0
"White , Champagne , Pale apricot , Coral pink , Emerald green","Monstera leaves, fern, roses, stock flowers",,s3.amazonaws.com/appforest_uf/f1639511270680x671327290211591200/image.png,,Tropical aisle chair flowers,Aisle Chairs,0.0
"Coral  , Baby pink , Emerald green","Monstera leaves, palm leaves, calla lily, clear bud vase",,s3.amazonaws.com/appforest_uf/f1639511407447x765024360907570800/image.png,,Tropical bud vase,Short Arrangement,2.0
,,,s3.amazonaws.com/appforest_uf/f1639511569699x689691614331967700/image.png,,,,0.0
"Coral  , Emerald green , White","Coral roses, white roses, coral calla lilies, white calla lilies, tropical greenery, golden compote vase",,s3.amazonaws.com/appforest_uf/f1639512580358x616284530920791600/image.png,,Coral tropical short centrepiece,Short Arrangement,0.0
"White , Pale Pink","Light pink calla lilies, light pink orchids, white orchids, dried palm leaves, bleached greenery",,s3.amazonaws.com/appforest_uf/f1639512855741x781968292365573800/image.png,,"Calla lilies, orchids bridal bouquet",Bridal Bouquet,1.0
"White , Pale Pink","Dusty pink roses, light pink roses, dusty pink calla lilies, dusty pink carnations, light pink stock flowers.",,s3.amazonaws.com/appforest_uf/f1639513003406x467815284792056900/image.png,,Dusty pink bridal bouquet,Bridal Bouquet,1.0
White,"White calla lilies, white peonies, bleached greeenery, white stock flowers",,s3.amazonaws.com/appforest_uf/f1639513139234x369270544552700900/image.png,,White calla lilies bridal bouquet,Bridal Bouquet,7.0
"White , Emerald green","Tropical circle arch with white flowers and a hint of boho: white calla lilies, white roses, tropical greenery, golden circle arch",,s3.amazonaws.com/appforest_uf/f1639513807212x434522490605856900/image.png,,Tropical circle arch with white flowers and a hint of boho,Arch,0.0
Emerald green,"Fern greenery, plastic plate",,s3.amazonaws.com/appforest_uf/f1639515393542x222230913348258100/image.png,,Tropical greenery floor centerpiece,Aisle,0.0
"White , Baby pink , Pale Pink , Blush pink , Sage green",Garland with white flowers with a hint of pink and greenery,,s3.amazonaws.com/appforest_uf/f1639681883839x339333833158928830/image.png,,White flowers with a hint of pink,Welcome sign,9.0
,Smaller version of the bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639684765509x966059752810742900/image.png,,Bridesmaid bouquet,Bridesmaids Bouquet,0.0
,Smaller version of the bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639684863890x960390625234602100/image.png,,Bridesmaid bouquet,Bridesmaids Bouquet,3.0
,Smaller version of the bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639684998771x759548244280442900/image.png,,Bridesmaid bouquet,Bridesmaids Bouquet,11.0
,Smaller version of the bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639685128374x291430667810002940/image.png,,Bridesmaid bouquet,Bridesmaids Bouquet,10.0
,Smaller version of the bridal bouquet,,s3.amazonaws.com/appforest_uf/f1639686037487x246494957417373150/Screenshot%202021-12-16%20at%2010.53.56.png,,Tropical bridesmaid bouquet,Bridesmaids Bouquet,1.0
"Pale Pink , White , Coral pink , Green , Pink peach","Dusty pink hydrangea, mauve and white roses, dusty pink stock flowers, greenery, plastic plate",,s3.amazonaws.com/appforest_uf/f1639686752033x345452385892711230/Screenshot%202021-12-14%20at%2012.58.09.png,,Mauve and dusty pink aisle floor centerpieces,Aisle,1.0
"Champagne , Burgundy , Wine Red , Pink peach",Fall vibe bridal bouquet,,s3.amazonaws.com/appforest_uf/f1640026901071x866951306765038700/image.png,,Fall vibe bridal bouquet,Bridal Bouquet,0.0
"White , Blush pink , Dark green","White roses, blush roses, blush orchids, greenery, plastic plate.",,s3.amazonaws.com/appforest_uf/f1640027004464x833294136863313800/image.png,,White and blush short centerpiece,Short Arrangement,0.0
"White , Blush pink , Green","White, blush, rust roses garland with s hint of greenery",,s3.amazonaws.com/appforest_uf/f1640029933763x836438056861613400/image.png,,Sweetheart table garland,Sweetheart Table,9.0
"White , Burgundy , Wine Red , Blush pink , Cream","Burgundy Dahlias, blush quicksand roses, white stock, burgundy astilbe, white ranunculus, spray roses, lusianths",,s3.amazonaws.com/appforest_uf/f1640143927448x772139985604645400/image.png,,Burgundy with Blush and touch of white white greenery ,Bridesmaids Bouquet,2.0
"White , Wine Red , Dark green , Green",Flowers and greenery garlands for swing ,,s3.amazonaws.com/appforest_uf/f1640145781824x469555098315922700/image.png,,Swing Flowers ,Welcome sign,1.0
"White , Cream , Ivory , Light Beige","Boho style bouquet with pampas, roses, dry itallian ruscus, astilbe dry",,s3.amazonaws.com/appforest_uf/f1640199767255x967613411272284000/image.png,,White and Beige boho bouquet,Bridesmaids Bouquet,6.0
"White , Cream , Ivory , Oatmeal","Boho Chandelier with pampas grass, white and beige dry ingredients, beige roses, white roses, babies breath dry",,s3.amazonaws.com/appforest_uf/f1640240383728x162920243899854500/image.png,,Boho Chandelier,Elevated,1.0
,,,,,,Arch,0.0
,,,,,,Tall Arrangement,0.0
"Mauve , Burgundy , Green","Mauve and Burgudy Chuppah decor with structure included. mixture of roses, ranunculus, garden roses, whimsy greenery with splashes of burgundy colors with spray roses and itallian ruscus greenery elements","Itallian Ruscus  , amnesia rose , Eucalyptus Gunii  , Quicksand Rose , Sweet Escimo , Burgundy Scabiosa  , Burgundy lisianthus , Oceansong Rose",s3.amazonaws.com/appforest_uf/f1640668518520x796817422538876900/image.png,,White chuppah ,Choppas,0.0
"Blush pink , Burgundy , Dark dusty blue , Emerald green , Sage green , Cream","Garden roses, greenery, stock flowers tall 24 inches centerpiece ",,s3.amazonaws.com/appforest_uf/f1640669769455x181228609217808350/image.png,,Mauve and burgundy Centerpiece ,Tall Arrangement,0.0
"Burgundy , Sage green , Mauve","compote style vase with Hearts roses, sweet Eskimo roses, quicksand roses ",,s3.amazonaws.com/appforest_uf/f1640669920822x738957164810295600/image.png,,Burgundy and roses ,Short Arrangement,0.0
,,,s3.amazonaws.com/appforest_uf/f1640669924443x599841679646177800/Screen%20Shot%202021-12-27%20at%209.24.35%20PM.png,,,,0.0
White,"Set of two Aisle columns 36inch tall and 28 inches tall 
White Acrylic Columns Can be paired with sets or you can get 2 36 inches. Make Notes. ",,s3.amazonaws.com/appforest_uf/f1640670410120x993643578423059100/image.png,,White Column set of two ,Aisle,3.0
,,,s3.amazonaws.com/appforest_uf/f1640670720843x615053243748874200/image.jpg,,,,0.0
"Mauve , Burgundy","Mauve roses
Burgundy roses, greenery 24 inch tall vase ","amnesia rose , Quicksand Rose , Sweet Escimo , Burgundy Hearts rose , Burgundy Scabiosa  , Oceansong Rose",s3.amazonaws.com/appforest_uf/f1640670883227x957647864274142600/image.png,,Mauve and burgundy tall centerpiece ,Tall Arrangement,0.0
,,,,,,Bridal Bouquet,0.0
,,,,,Megan Bouquet,Bridal Bouquet,0.0
,Baby's Breath Bouquet,,,,,Bridesmaids Bouquet,0.0
,Canopy white structure over 25 ft table with white flower and greenery and chiffon drapes from the sides.,,s3.amazonaws.com/appforest_uf/f1641184633842x808930600731748700/image.png,,White Canopy with ceiling lights with 1 Side and 1 top part covered with flowersd ,Choppas,1.0
"White , Dark green , Emerald green","Garland with white roses, white dahlias, ranunculus, smilax greenery, itallian, spray roses. ",,s3.amazonaws.com/appforest_uf/f1641185036152x986176366725200400/image.jpg,,16 Ft Flower Runner ,Garland,6.0
"White , Dark green , Green","White ranunculus, white garden roses, white spray roses with touches of greenery. ",,s3.amazonaws.com/appforest_uf/f1641331991026x690094927609187000/image.png,,White And green ,Bridal Bouquet,8.0
"White , Blush pink , Pale apricot , Cream","Added beads, 32 inch tall centerpiece with roses, hydrangeas ranunculus and greenery in cream and white colors ",,s3.amazonaws.com/appforest_uf/f1641335224691x318356903439600960/image.png,,32 inches centerpiece with gold rectangular stands ,Tall Arrangement,0.0
,,,s3.amazonaws.com/appforest_uf/f1641340730493x191633070287278820/image.jpg,,,,0.0
,,,s3.amazonaws.com/appforest_uf/f1641445307590x296857107515401600/image.png,,,,0.0
"White , Cream , Ivory , Light Beige","pampas grass, orchids, white roses, ranunculus, ",,s3.amazonaws.com/appforest_uf/f1641445656998x382616072733079200/image.png,,2 Centerpices in boho design ,Arch,0.0
,ideas for colours. and style,,,,,Boutonnieres,0.0
,colours and ideas. unsure if the image shows on your side,,,,colour ideas,Boutonnieres,0.0
,,,,,AISLE ,Aisle,0.0
,,,,,,Aisle,0.0
,Babies breath wreath around 3 pillar candles ,,s3.amazonaws.com/appforest_uf/f1642140544639x740026733567586000/image.png,,White and Airy aisle piece ,Aisle,1.0
