Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
,"White butterfly orchids trailing down
greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699384335614x741845022280679400.jpg,,Bridal boquet,Bridal Bouquet,0,
,white orchid and green leaf,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699384979689x910132387398622200.jpg,,Groom boutonniere ,Boutonnieres,0,
,"This is our wood arch
We would like large monstera leaves 
dripping green with white orchids and flowers",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699385381337x735473486705424900.jpg,,,Arch,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699385421431x215541752550152400.jpg,,,Arch,0,
,"Monstera leaves
White orchids on top
3 candels per table (altering heights in glass vases)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699385925393x920023979416220500.jpg,,,Cocktail table,0,
,wedding entrance florals ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699386027785x475343898460049340.jpg,,,Welcome sign,0,
,"Vase and leaves with protea flower for guestbook table, would like string of white flowers too ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699386061870x341922503841879360.jpg,,,Short Arrangement,0,
,white orchids on cake,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699386231445x828089878095910800.jpg,,,Wedding cake,0,
,monstera with white orchids and candles in vases ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699386280352x397128419188324700.jpg,,,Sweetheart Table,0,
"White , White , Ivory , Ivory",Tropical bridal bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699479847806x240140725312087070.jpg,,White Florals Tropical ,Bridal Bouquet,1,
"White , White , Ivory",Phialanopsis orchids with greeneery7and roses ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699479962096x582602875866853500.jpg,,Tropical ,Bridesmaids Bouquet,1,
"White , White , Ivory","Flower arch with whites, burgundy, blushes, and greenery accents ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699480951675x811108201218542700.jpg,,Floral Arch ,Arch,0,
"White , White",Lily of the valley Bridal bouquet 60 stems ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699900655276x910752755386904300.jpg,,Lily Of The Valley ,Bridal Bouquet,0,
"White , White , Ivory , Ivory","White roses, white cosmos, white ranunculus touches ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699901552839x751437361092084600.jpg,,White Cloud,Bridesmaids Bouquet,0,
"Ivory , White",Flowers and greenery arch fro the entrance to the ceremony ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699912146510x294364660459278460.jpg,,Entrance To The Ceremony Arch ,Arch,2,
"White , White , Ivory","Greenery with florals, for the mantel. floor and top pieces with greenery  elements  - spirea - all in White and green colors palette. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699914513279x450329306402429800.jpg,,Florals Decor For The Mantel,Arch,0,
"White , White , Green , Pale green",White florals and greenery covering the u shape structure ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699980530903x801591872708160500.jpg,,U Shape Arch With Florals ,Arch,3,
"Light Beige , cappucino , Pale apricot , Mustard Yellow","Floor Arrangements in peach, yellow and ivory colors - Wild flowers ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699984319575x859638139648625400.jpg,,Aisle Florals Meadow ,Aisle,1,
"White , White , Ivory",White Classic Style Bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699989891664x355542673961090940.jpg,,White Bridal Classic ,Bridal Bouquet,5,
"White , White , Natural Green , Emerald green",1 corner centerpiece and 1 details on the other side ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1699989988501x705686766963937800.jpg,,Flowers With Arch Structure ,Arch,5,
"Ivory , Ivory , Blush , Blush pink , Burgundy  , Burgundy","Roses, burgundy florals with ranunculus, berries, greenery elements",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700106041710x942811759331484200.jpg,,Blush And Burgundy ,Short Arrangement,0,
"White , White , Ivory , beige , Ivory","White ranunculus, white spray roses, sweet peas, touches of blush and touches of greenery delphinium,  ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700199342122x958609133217248600.jpg,,White And Cream Colors With Touches Of Blush ,Bridal Bouquet,8,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700264209371x232295741934899650.jpg,,,,0,
," peach roses, ranunclus kozmaz blush flowers to",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700264305622x732386595329836000.jpg,,Colorful Peach,Bridesmaids Bouquet,2,
,tulips spray roses ranucilas all peach ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700265270512x295832996114828700.jpg,,Colorful,Wedding cake,3,
"White , White , Ivory , Green",White florals with greenery accents ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700267386072x856393885714596100.jpg,,Phialanopsis Orchids Bouquet ,Bridesmaids Bouquet,0,
"Cream , Peach , Pale Pink","Dahlias, roses, ranunculus, delphinium elements, butterfly ranunculus, cosmos",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700268578009x608922668937429400.jpg,,Colorful Bar Arrangement ,Elevated,4,
"White , White , Dusty Blue , Dusty Blue ",White Asle pew florals with blue accent ribbon ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700513307321x577401933838665100.jpg,,Aisle Pew Flowers ,Aisle,1,
"White , Ivory , Light Dusty blue , Emerald green , Natural Green","White and baby blue Hydrangeas, butterfly ranunculus baby blue Hydrangeas, Roses, ranunculus, sweet peas",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700513480574x171093888807793300.jpg,,Baby Blue And White Compote Style Vase,Short Arrangement,2,
"White , Ivory , Blush , Blush pink , Blush","Blush flowers chuppah with ouchjes of greenery 8 ft wide and 8,5 tall ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1700883292309x123217136320159950.jpg,,Blush Flowers Chuppah,Arch,0,
"Peach , Blush , Blush pink , Blush , Baby pink , Bright blush pink , Blush Pink 2 , Blush , Fucsia , Christmas Red , Raspberry Pink ",peach light pink with a touch of blush with red and green,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701471911502x120715194175472940.jpg,,Colorful Mandap,Arch,2,
"White , Ivory , Cream , Peach , Blush , Pale Pink , Baby pink",Floral arrangement for fountain,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701546083025x137376379609193140.jpg,,Fountain Flower Arrangement ,Arch,0,
"White , Ivory , White , Green , Pale green , Emerald green , Dark green , Sage","White roses, white spray roses, amaranths elements, greenery accents, itallian greenery, palm leaves. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701740160785x459061229828341400.jpg,,Flower Arch ,Arch,0,
,"Tall 32 inches vase with flowers on top - hydrangeas, roses, orchids,  with tropical palm leaves elements white, cream, with touches of anemones and ranunculus - fuller look ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701890935734x136675978822791150.jpg,,White And Green With Tropical Touches ,Tall Arrangement,2,
"White , Ivory , White",Peach and blush florals with greenery and baby blue accents,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701893432393x757971385526475400.jpg,,Arch U Shape ,Arch,1,
Cream,Taupe Candles ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701896062498x708363499840950000.jpg,,Ivory  Candles With Cylinders And Candle Holder,Short Arrangement,1,
,Gold trumpet vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1701974490391x740284663681012300.jpg,,Tall Trumpet Gold Vase,Tall Arrangement,0,
"White , Green",Olive branches for a tall vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702073604201x163710744928792670.jpg,,Olive Brunches ,Tall Arrangement,4,
"White , White",Ombre pink garlands made of carnations,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702258363553x737140927932698800.jpg,,Ombre Neck Garlands ,Bridal Bouquet,1,
"White , Peach , Orange , Yellow , Green , Natural Green",Yellow flowers with marigolds and carnations strings ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702408029710x129966761421107070.jpg,,Yellow And Orange Backdrop With Flowers On Top And Flower Strings ,Arch,1,
"White , Ivory , Ivory , beige","Flowers Mandap Decor,   Mandap is not provided  Florals and fabric are  provided  by us ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702412935653x941016211739814700.jpg,,Partially Decorated Mandap ,Arch,3,
"Peach , Cream , Oatmeal",Colorful blooms drape from the tree ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702413438248x607782901982189800.jpg,,Florals Drape From The Tree ,Arch,0,
"Peach , Orange , Blush ",25 lanterns/chandeliers hanging from the ceiling over the dining tables,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702413693796x332604926428294900.jpg,,Hanging Lanterns Over The Tables ,Elevated,0,
,"Blush roses, dusty pink  roses, astilbe, white ranunculus, minimal greenery mostly florals in white and dusty pink palette. slightly cascading ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702693864969x115818085602711570.jpg,,Cascading Bridal Bouquet ,Bridal Bouquet,0,
"Cream , Blush  , Blush","Bridal bouquet with dusty pink roses, ivory ranunculus, boho elements no greenery. Neutral muted color pallette ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702698950576x352585471883097660.jpg,,Cascading Bridal,Bridal Bouquet,3,
,"Ivory roses, carmel roses, touches of boho flowers with ivory undertones ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702699149882x133684836046550340.jpg,,Boho Bridal Bouquet,Bridesmaids Bouquet,0,
"White , White , Green , Natural Green","White flowers with greenery with spray roses, orchids, butterfly ranunculus, itallian ruscus ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702936368342x208737879021638530.jpg,,Corner Floral Piece ,Welcome sign,2,
White,White flowers with greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702936484001x118359899932716450.jpg,,White Floral Piece For Welcome Table,Welcome sign,0,
"White , Green , Pale green",Greenery and flowers short arrangement in white colors ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1702936543661x785437825702632400.jpg,,White Arrangement With Greenery ,Short Arrangement,1,
White,Clear cilynder vase 5 inches tall and 5 inches wide ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703041818451x975611598383473700.jpg,,Clear Cylinder Vase,Short Arrangement,0,
,White garden roses bouquet ,Yellow Butter Cup Dahlias ,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703878138146x243513933437723200.jpg,,White Classic ,Bridesmaids Bouquet,12,
,White rose in a clear vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703957933526x219814515774439330.jpg,,Bud Vase With Single Stem Rose,Short Arrangement,7,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703960096877x568107623998059140.jpg,,,,0,
"Ivory , Ivory , White , Blush pink , Blush , Blush  , Pale Pink , Baby pink , Emerald green , Natural Green , Green",Green blush and a pinch of pink set of 2 columns with vases and flowers ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703960455376x809714141020688500.jpg,,Fall Delight,Aisle,0,
"White , White",white rose petals,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1703961014505x375311561931809000.jpg,,White Rose Petals,Aisle,1,
"White , Ivory , Ivory , Cream","    Circular arch 7,5 ft wide and tall fully designed with flowers and greenery, White roses, white spray roses, ranunculus, tulips. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704237175312x184090249876391870.jpg,,Circular Arch With Flowers ,Arch,1,
,Blush with touches of light peach flowers arround teh cake stand ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704646207463x757577151163787900.jpg,,Flowers Arround The Cake Decor ,Wedding cake,1,
"Blush Pink 2 , Pink peach , Bright blush pink",Pink pillar candles various sizes,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704650058477x894208452004762400.jpg,,Pink Pillar Candles,Short Arrangement,0,
White,   Floral decor only for the bottom of the mandap.2 flower arrangements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704650728605x987753100108374800.jpg,,Wooden Mandap Structure ,Arch,0,
,"Peach with touches of burgundy astilbe, ranunculus, garden roses, touches of seeded eucalyptus",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704686585514x390060958707396600.jpg,,Fall Inspired Bridal ,Bridal Bouquet,1,
"Peach , Cream , Coral pink , Pale green , Green",Fall Boho florals for the arch 2 centerpieces ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704686794748x218697512015547870.jpg,,2 Flower Centerpieces On The Arch ,Arch,1,
"Ivory , Ivory",Black Lantern with floral wreath ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704686903481x730986840436127700.jpg,,Black Lantern With Floral Wreath ,Short Arrangement,1,
"White , White , Ivory","White sweet peas, white ranunculus, white garden roses, white spray roses, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704689289205x579788841149475200.jpg,,White Bouquet,Bridesmaids Bouquet,1,
,"Blush roses, butterfly ranunculus, greenery touches, delphinium, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704732358209x118369802017288980.jpg,,Cake Flowers ,Wedding cake,1,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704858021265x828980171163862700.jpg,,,,0,
"White , White",White roses classic bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704858080356x629066724216016100.jpg,,WHITE ROSES BOUQUET ,Bridal Bouquet,3,
"White , White , Green , Pale green",35 Hanging clear balls from the arch with flower and candles inside. Arch structure is not included. Included only 1 corner flower piece - fabric and 35 clear balls with florals ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704904520282x455421799575791200.jpg,,Clear Terrarium Balls Hanging From The Arch ,Arch,0,
"White , Ivory , Ivory , Peach","    Light colors, peach, White tulips, greenery touches, scabiosa, ferns, spirea, touches of white. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704912349498x435432504124678700.jpg,,Smaller Version Of Bridal Bouquet ,Bridesmaids Bouquet,10,
"White , White , Green",White arrangements with candles in a gold or cement vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1704916509431x217552420666853540.jpg,,White Arrangement With Candles ,Short Arrangement,0,
"White , Ivory , Ivory , Blush pink","White roses, blush details, greenery accents including silver dollar, seeded eucalyptus, ranunculus, roses, spray roses, touches of eucalyptus in clear cylinder vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705113566975x938829142989080700.jpg,,Clear Cylinder Vase With White Florals And Greens ,Short Arrangement,0,
"Peach , Green , Natural Green , White , Ivory , Ivory , beige , Cream", florals in the colors of wedding (garlands are not provided only florals that we'll be decorating the garlands ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705120134681x826834313842741200.jpg,,Added Florals To The Garlands ,Garland,2,
"Ivory , Ivory , Champagne , Blush","Peach florals with ceramic white vase with peach ranunculus, blush roses, butterfly ranunculus, roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705120226358x167990616893660680.jpg,,Ceramic Vase With Florals ,Short Arrangement,1,
,2 flower centerpieces with half round arch. Flowers will be used in a color palette of the wedding  ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705257867416x344294385686172860.jpg,,2 Flower Arrangements With Arch,Arch,3,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705466068926x357265779542357700.jpg,,,,0,
"White , Ivory , Ivory , Pale Pink","   2 flower arrangements for the arch. In a color palette for yoru wedding. 
   Arch is not included ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705466935822x648312628063692800.jpg,,2 Flower Arrangements,Arch,5,
Blush pink,Single stem rose ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705543249650x352454426509177600.jpg,,Blush Single Stem Rose ,Bridesmaids Bouquet,0,
"Peach , Cream , Sage green , Blush pink","White columns with florals on top. Greenery hanging, garden style - roses, ranunculus, cosmos ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705543538257x981403274787360900.jpg,,White Column  with Flowers ,Arch,0,
Blush ,"Garden roses, butterfly ranunculus, Scabiosa in a ceramic container ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705544399342x486471401581073860.jpg,,Spring Bunch ,Cocktail table,0,
,Clay container for a short centerpiece,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705545766911x125094722481940530.jpg,,White Clay Container ,Short Arrangement,0,
White,"Garden roses, Spirea elements, garden style arrangement",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705546602484x550322726986424400.jpg,,Welcome Table Florals ,Short Arrangement,4,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705617264430x199983666093117800.jpg,,,,0,
"White , Ivory , Pale green , Green","Welcome sign florals ground arrangement with  flowers ad touches of blue delphinium ,  touches of blush roses .",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705617314241x764732928772882300.jpg,,Welcome Sign Florals ,Welcome sign,0,
"White , White , Ivory","3 Tapered candles, 3 pillar candles, 6 votive candles ribbed glass , no  bud vases ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705620667304x375259148744810700.jpg,,Floral And Candle Arraengement,Short Arrangement,13,
"White , Ivory , White , Ivory","White roses, White peonies, Sweet peas touch of greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705632434203x489712515806255600.jpg,,Bridal Bouquet ,Bridal Bouquet,0,
"White , Ivory , Ivory , Green","White roses, White lisianthus, white sweet peas, White ranunculus bouquet ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705632598483x653170216416425200.jpg,,Bridesmaids Bouquet ,Bridesmaids Bouquet,7,
,White ranunculus Boutoniere with greenery touches,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705633277136x206675554218713760.jpg,,White Boutoniere,Boutonnieres,39,
"White , Ivory","White flowers - babies breath, roses, spray roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705634320731x511754672405649200.jpg,,White Florals Broken Arch,Arch,4,
White,Bar or Welcome sign 2 floral arrangements - 1 is the bottom and 1 is the  top with white florals and touches of greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705634843604x907174573848037400.jpg,,Top And Bottom Floral Arrangement ,Elevated,1,
"Ivory , White , White","White florals: Delphinium, white roses, white scabiosa, white spray roses,  white astrania",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705635149712x337715093500281540.jpg,,Ground Florals For The Seating Chart Wall ,Welcome sign,3,
"White , Ivory","White roses, sweet peas, small deintier detail florals ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705636039450x865666296985378200.jpg,,White Florals In A Cylinder Vase ,Cocktail table,8,
"Ivory , Ivory , Champagne , Green , Natural Green","Floor arrangement for Gelato Cart With ranunculus, delphinium, wild florals ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705809472032x831523771101109900.jpg,,Floor Arrangement,Welcome sign,0,
"White , Ivory , Champagne , Blush  , Sage green","White florals with light cream ivory notes - peonies, ranunculus, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705814004325x558429839531035000.jpg,,Classic Bouquet ,Bridal Bouquet,0,
"White , Ivory , Ivory , Champagne , Cream","Golden compote vase with florals - burgundy roses, ranunculus, moab rose, blushes and touches of greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705814526600x830795650029032600.jpg,,Bright Bunch,Short Arrangement,1,
,"White flowers: orchids, roses, hydrangeas, spray roses, greenery elements with a ribbed glass lamp vase ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1705977774960x340016544307681000.jpg,,White Arrangements With Touch Of Greenery ,Tall Arrangement,2,
"White , Ivory , Ivory , Champagne",Smilax Greenery on the fabric drape ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706139439604x157930869755563900.jpg,,Entrance To Reception Greenery ,Elevated,0,
"White , Ivory , Champagne , Peach , Cream , Sage",Lose Airy Bridal Bouquet with cream and peach with greenery touches ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706155448546x874753441182831100.jpg,,Bridal Bouquet With Florals ,Bridal Bouquet,0,
"White , Ivory , beige , Oatmeal , Cream","Cosmos, Dahlias, roses in a clear or gold vase",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706155618435x628013824390174500.jpg,,Flower Centerpiece ,Short Arrangement,1,
"White , Ivory , Ivory","White florals bridal bouquet with sweet peas, ranunculus, garden roses, orchids, spray roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706222602617x715351208382355700.jpg,,White Romantic,Bridal Bouquet,10,
,"White florals - delphinium, roses, ranunculus, delphinium, orchids elements",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706222794020x476007979617284700.jpg,,2 Columns With Florals On Top ,Arch,1,
"Ivory , Ivory , White , Light Dusty blue","White flowers with champagne vase white lusianthus, white roses, white sweet peas, touches of powder blue ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706225866155x284819271949419100.jpg,,White Florals In A Champagne Vase ,Short Arrangement,1,
,"Freestanding Arch pieces, White roses, ranubcylus, sweet peas ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706236747488x971392342087524700.jpg,,Freestanding Arch ,Arch,1,
"White , Ivory , Ivory","White florals arrangement with roses, touches of amaranthgus greenery delphinium elements draping on one side ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706238205268x944413912738507000.jpg,,Floral Arrangement ,Elevated,4,
"White , Ivory , Ivory","Bridal bouquet with phialanopsis orchids, white garden roses classic round shape ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706547260001x617555876907383700.jpg,,Classic ,Bridal Bouquet,0,
"White , Blush , Blush pink",Pink Peonies Bridal Bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706672602034x256514555197673300.jpg,,Pink Peonies Bridal Bouquet ,Bridal Bouquet,0,
"Ivory , White , Blush , Blush pink","Peonies, roses, ranunculus, touches of greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706672792967x970594407096659200.jpg,,Colorful Centerpiece ,Short Arrangement,0,
Mauve,Purple Boutonnière ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706682411776x128901447356556400.jpg,,Purple Calalily Boutoniere ,Boutonnieres,0,
,"80 flower stems 
-10 Lilac Sweet Peas 
-20 Poppies 
-15 Marble Ball Dahlias
-10 Ranunculus
-10 Calla Lily
-15 Tulips 
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706682654940x204180527584585400.jpg,,Single Stem Florals ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706684765260x476286283681642600.png,,,Wedding cake,0,
"White , Ivory",Kalalilies vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1706934536180x636469769838290600.jpg,,Cylinder With Kalalilies ,Short Arrangement,0,
,relatively big classic colorful,,,,,Bridal Bouquet,0,
,"6, colorful ",,,,,Bridesmaids Bouquet,0,
,yes,,,,,Boutonnieres,0,
,6,,,,,Boutonnieres,0,
"White , Ivory , Ivory",White calalies caascading bouquet wih touches of babies breath,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707182081315x308035183480051900.jpg,,Cascading Bridal Bouquet ,Bridal Bouquet,0,
"White , Ivory , Ivory",Peach roses with ivory roses and some dentier details. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707182405120x567302641091270700.jpg,,Peach And Ivory ,Short Arrangement,0,
"Cream , Peach , Blush , Sage , Pale green","Bright colorful flowers, blue flowers, coral ranunculus, ranunculus, pink roses, white garden roses, delphinium, peonies.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707254944793x784706446639351400.jpg,,Bridal Bouquet Bright And Colorful,Bridal Bouquet,2,
"White , Ivory , Ivory , Champagne , Cream","White flowers with greenery: white hydrangeas, white roses, white spray roses, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707275320405x908973121282377100.jpg,,Long Floral Chandelier,Elevated,0,
"Champagne , beige","Sunflowers with touches of burgundy, rust colors ivory elements and greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707326738804x293202406354905500.jpg,,Sunflowers Bouquet,Bridal Bouquet,0,
"White , Ivory , Ivory","King proteas., orchids, palm leaves, ranunculus, grden rose and ginger elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707337581935x366883287806546700.jpg,,Wild Topical Bridal Bouquet ,Bridal Bouquet,0,
"Peach , Cream , Green , Pale green","Wild proteas, with palm leaves monstera leaves and roses. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707337920540x436539086233979300.jpg,,Tropical Aisle Markers ,Aisle,0,
"Champagne , Ivory , Ivory , beige , Soft Yellow , Oatmeal","Monstera leaves roses, orchids, spray roses, ginger coral accents ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707338124465x586442163538034600.jpg,,Tropical Arrangement ,Short Arrangement,1,
"Blush , Blush pink , Blush","White majolica spray roses, burgundy ranunculus, burgundy hearts rose, antique red, quicksand rose. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707341356798x994978875320971000.jpg,,Floral Arrangement ,Short Arrangement,0,
"White , Ivory","White roses, white babies breath u shape Arch structure ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707676114292x685416356764728200.jpg,,U Shape Arch Structure ,Arch,5,
"White , White",Floral cloud for the top and bottom part of the welcome sign. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707753231063x538821595534992900.jpg,,Welcome Sign Clouds ,Welcome sign,4,
"White , Ivory , Ivory , Cream , Peach","Floral Arrangements in a wedding color palette, design will be as pictured",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707783473947x474572988360540540.jpg,,Floral Arrangement ,Short Arrangement,2,
Blush,Floral Arrangements design (Arch structure is not Provided),,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707784016938x791022871316133800.jpg,,Floral For The Arch ,Arch,0,
"Ivory , Ivory , Oatmeal , Cream , Burgundy ",     Floral top part of the mantel will be decorated with florals and bottom opposite arrangement. Blush and ivory florals with touches of accent colors.,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1707800078182x464796546408058800.jpg,,"Flowers, Top Of The Mantel And Bottom",Arch,0,
"Ivory , Ivory , Blush , Bright blush pink , Blush Pink 2","Bouganvelias, roses, spray roses, greenery elements approx. 4,5 ft. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1708030095677x128627821111654940.jpg,,Bouganvelias Floral Arrangement ,Arch,1,
,Greenery with white spray roses and lemons.,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1708030251118x997828438949757600.jpg,,Greenery And Fruits Garlands ,Garland,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1708030537563x435433995639849000.jpg,,,,0,
